h10 s; h10 e; h10 mid; h9 s; h9 e; h9 mid; h8 s; h8 e; h8 mid; N; b; aH; aN; tau ; Ro;  'PO PICHKAM'; 'Rm = myresult.Ro + myresult.aH * dH[i] + myresult.b * F;'
6,83099;6,83099;6,83099;55,5634;58,3803;56,97185;104,014;104,014;104,014;1956,33;NaN;NaN;NaN;3;NaN;-0,00193722688333333
Time; Current; React; pdH; F
15907869,798;1;0;0 ; 0
15907869,823;1,0003766050909;0,000374578213823029;0 ; 1,5648381126087E-06
15907869,848;1,00080342419391;0,000795076142837581;0 ; 6,45067029689171E-06
15907869,873;1,00277382202949;0,00274090223904189;0 ; 2,12517534472729E-05
15907869,898;1,00463174047792;0,00454927661148863;0 ; 5,18143970202494E-05
15907869,923;1,0068913710233;0,00672822189099254;0 ; 9,92108925408434E-05
15907869,948;1,00936190041959;0,00908296075015513;0 ; 0,00016584238067106
15907869,973;1,01216384229586;0,0117264300778368;0 ; 0,00025380016537489
15907869,998;1,01195294344496;0,011411350320958;0 ; 0,000351761811798096
15907870,023;1,01095870600499;0,010339320724521;0 ; 0,000443905452026322
15907870,0481;1,01019545302077;0,00950310931949483;0 ; 0,000528328228885896
15907870,073;1,0101653246135;0,00939228915985602;0 ; 0,000608108613940941
15907870,098;1,01078797836379;0,00992037430732873;0 ; 0,000690008346821248
15907870,123;1,01118969046074;0,0102288933360447;0 ; 0,000775477606830419
15907870,148;1,01094866320257;0,00990970056095164;0 ; 0,000860900616591898
15907870,173;1,00978369812139;0,00869339501256983;0 ; 0,000939775441568682
15907870,198;1,00975356971412;0,00859755607008539;0 ; 0,00101304338185304
15907870,223;1,01023562423047;0,00900380171799409;0 ; 0,00108758144039661
15907870,248;1,01084823517833;0,00953385011862629;0 ; 0,00116604384156153
15907870,273;1,01090849199287;0,0095208124906635;0 ; 0,00124664388937012
15907870,298;1,01035613785956;0,00891142997755079;0 ; 0,00132452964464005
15907870,323;1,01008498219411;0,00858312342899703;0 ; 0,0013983536358871
15907870,348;1,01004481098442;0,00848436932746788;0 ; 0,00147027450391475
15907870,373;1,01060720792016;0,0089755481948931;0 ; 0,00154376889889446
15907870,398;1,01043648027895;0,00874690655878585;0 ; 0,0016182743348557
15907870,423;1,01035613785956;0,00860944458500412;0 ; 0,00169112021439109
15907870,448;1,01014523900865;0,00834647645693776;0 ; 0,0017621523518313
15907870,473;1,01003476818199;0,00818473283375842;0 ; 0,00183126211150426
15907870,498;1,01014523900865;0,00824094255486507;0 ; 0,00189979962790837
15907870,523;1,01031596664986;0,00835588611877891;0 ; 0,00196893551068618
15907870,551;1,01009502499654;0,00808147133154102;0 ; 0,00204545084508986
15907870,573;1,01006489658926;0,00800861571598566;0 ; 0,00210415493794771
15907870,598;1,0101653246135;0,00805853955680635;0 ; 0,00217063608950052
15907870,623;1,01015528181108;0,00800038770156508;0 ; 0,00223693994197273
15907870,648;1,01029588104501;0,00809034362988059;0 ; 0,00230323615113359
15907870,673;1,01014523900865;0,00789520063372617;0 ; 0,0023689388378885
15907870,698;1,00984395493594;0,00755500135380893;0 ; 0,00243222020782548
15907870,723;1,00948241404868;0,00715930112538943;0 ; 0,00249222577724497
15907870,748;1,00926147239535;0,00690511278150063;0 ; 0,00254931726661015
15907870,773;1,00918112997596;0,00679113667333819;0 ; 0,00260468564648191
15907870,798;1,00939202882686;0,00696348373134148;0 ; 0,00266013794360187
15907870,823;1,00955271366564;0,0070849486021729;0 ; 0,00271667160111943
15907870,848;1,01015528181108;0,00763734802516125;0 ; 0,00277590565114807
15907870,873;1,01265593961464;0,0100333709550667;0 ; 0,00284753546038346
15907870,898;1,01452390086549;0,0117813462392095;0 ; 0,00293669413438565
15907870,923;1,01711494389086;0,0142040939936332;0 ; 0,00304361905982159
15907870,948;1,01947500246049;0,0163699407871293;0 ; 0,00317019918734956
15907870,973;1,02176476141314;0,0184386806380893;0 ; 0,00331502218528029
15907870,998;1,02123249288467;0,0177866584707126;0 ; 0,00346591953642756
15907871,023;1,02017799863016;0,016642376728263;0 ; 0,00360897758492718
15907871,051;1,01879209189566;0,0151772639154407;0 ; 0,00375645486262828
15907871,073;1,01922393239989;0,0155009569959111;0 ; 0,00386789244685181
15907871,098;1,01975620092836;0,0159061614373796;0 ; 0,00399753935878516
15907871,123;1,01999722818653;0,0160288240199936;0 ; 0,0041293173778867
15907871,148;1,01975620092836;0,0156888926065407;0 ; 0,00425999903168206
15907871,173;1,01904316195626;0,0148998073641498;0 ; 0,00438563471817987
15907871,198;1,01920384679504;0,0149596015837391;0 ; 0,00450794091343278
