h10 s; h10 e; h10 mid; h9 s; h9 e; h9 mid; h8 s; h8 e; h8 mid; N; b; aH; aN; tau ; Ro;  'PO PICHKAM'; 'Rm = myresult.Ro + myresult.aH * dH[i] + myresult.b * F;'
84.2958;80.3521;82.32395;104.014;104.014;104.014;104.014;104.014;104.014;1246.39;-0.557098704712843;0.00114484364108803;-0.000446969812589031;3;0.000713062102498035;0.000938987215714286
Time; Current; React; pdH; F
15537405.9029;1;0;-0.320000001986821 ; 0
15537405.9269;0.999955399985236;-4.43874993580895E-05;-0.66666667494509 ; -1.77925277054772E-07
15537405.9529;0.999458648096656;-0.000538389119146609;-0.986666676931911 ; -2.7076396539259E-06
15537405.9769;0.998992654838948;-0.000997782081576304;-1.33333334989018 ; -8.85861543420003E-06
15537406.0029;0.998511282265804;-0.0014677723368195;-1.66666666252746 ; -1.95547098737722E-05
15537406.0279;0.998048364871183;-0.00191587133283999;-2 ; -3.36703388213517E-05
15537406.0529;0.997520854351731;-0.00242488405014218;-2 ; -5.17788353616253E-05
15537406.0779;0.997551612982603;-0.00237136391302428;-2 ; -7.17950367973361E-05
15537406.1029;0.997665419916829;-0.00223585414826699;-2 ; -9.10447973577609E-05
15537406.1279;0.997769999261793;-0.00211138763348662;-2 ; -0.000109228701039821
15537406.1529;0.997809985481926;-0.00205311359493154;-2 ; -0.000126662219111496
15537406.1779;0.997743854425552;-0.00210180853452546;-2 ; -0.000144060158536086
15537406.2029;0.997657730259111;-0.00217033823457569;-2 ; -0.0001619455935491
15537406.2269;0.997565454366495;-0.00224539973410764;-2 ; -0.000179686723451201
15537406.2529;0.99747317847388;-0.00231857761646648;-2 ; -0.000199543105585368
15537406.2779;0.997479330200054;-0.00229370654112948;-2 ; -0.000218830945860441
15537406.3029;0.9975162405571;-0.00223864938782059;-2 ; -0.000237779866344466
15537406.3279;0.997605440586628;-0.00213216812335881;-2 ; -0.000256047957331214
15537406.3529;0.997762309604075;-0.00195940369389702;-2 ; -0.000273143029278335
15537406.3769;0.997720785452398;-0.00198739397469772;-2 ; -0.000288962364706221
15537406.4029;0.997570068161126;-0.00212326467985524;-2 ; -0.000306787912075118
15537406.4269;0.997439343979921;-0.00223926419834308;-2 ; -0.000324226808965896
15537406.4529;0.9973962818967;-0.00226541168953465;-2 ; -0.000343711512088073
15537406.4769;0.997470102610793;-0.00217595551170779;-2 ; -0.00036142494022126
15537406.5029;0.997508550899382;-0.00212173609362076;-2 ; -0.000379971036086961
15537406.5269;0.997496247447034;-0.00212014603972355;-2 ; -0.00039684455610553
15537406.5529;0.997440881911464;-0.00216062921620175;-2 ; -0.000415264752193326
15537406.5779;0.997474716405423;-0.00211228768120786;-2 ; -0.000432915377649014
15537406.6029;0.997531619872536;-0.00204152890532416;-2 ; -0.000450042888882663
15537406.6279;0.997565454366495;-0.00199467297152855;-2 ; -0.000466651892958463
15537406.6529;0.997470102610793;-0.00207752105467796;-2 ; -0.00048337906390531
