онданп
0.000570511771380284	0.000670316666666667	4.995
0.000971131850328425	0.000801508976190476	3
0.000907335108860791	0.000840750335761905	3
0.00127491503812848	0.000950545395961349	3
0.00123967942590541	0.00104891636724905	3
0.00144903709948254	0.00118326773602946	3
0.00153315156281654	0.00123045218753382	3
0.00197302521377916	0.0014034505381225	3.44
0.00175250769067921	0.00146948888348245	3
0.00215415805513894	0.00146116198112595	4.895
0.00227328304190646	0.00178153801339668	3
0.00275327614613548	0.00190568218700865	3
0.00291996973898066	0.00199535951816136	3
0.00279525678934088	0.00206287139565606	3
0.0030086857426391	0.00220963441712128	3
0.00329162530661253	0.00244991232823149	3
0.00361415136015969	0.00246161648771087	4.995
0.00344793577754551	0.00245268015829558	3.12
0.00339098631436951	0.00240037106520222	3.155
0.00318919793016913	0.0025002406764688	3.17
0.0032352766553852	0.00246240618994131	3.585
0.00296174753479327	0.00228671794194434	3.115
0.00280742798576287	0.0021676623935801	4.995
0.00214988654066386	0.00168833081906256	4.995
0.00163397154994744	0.00133015	4.995

