0.001366158	0.000638689	3.000
0.001426402	0.000702516	3.000
0.00186139	0.000875317	3.000
0.001592631	0.00089803	3.000
0.001861474	0.001028653	3.000
0.002407882	0.001115823	3.000
0.002419536	0.001320695	3.000
0.002312436	0.001381358	3.000
0.002489998	0.001420467	3.000
0.002842604	0.001654888	3.000
0.00272408	0.001744253	3.000
0.003001442	0.001829355	3.000
0.00306704	0.001954151	3.000
0.002803428	0.002046216	3.000
0.0030674	0.002174473	3.000
0.002729154	0.002437991	3.000
0.003656979	0.002446031	3.000
0.003536278	0.002532399	3.050
0.003366851	0.002673028	3.265
0.003180584	0.002608871	3.000
0.002980236	0.002495144	3.000
0.003220532	0.0024721	3.495
0.002616121	0.002066135	4.895
0.002237015	0.001762328	4.995
0.001521715	0.001273038	4.995
